,Bias Voltage(Volts),Current density (mA/cm2),Current density error,Power corrected (mW),Power corrected error,Luminance [cd/m2],Luminance error,Luminosity [lm/w],Luminosity error,Quantum Eff.[0-1],Quantum Eff.error,Current Eff.[cd/A],Current Eff.error,Radience [mW/m2],Radience error
0,0.0,-1.4101512163050625e-05,6.060927021696251e-06,1.3000783008955823e-05,7.971623555310953e-06,0.11044544928488911,0.06772127067191443,-inf,-inf,-2.640596889162177,-2.754067999448137,-783.2170621692821,-816.8732820959269,0.854752334579607,0.5241041127752105
1,0.428571,0.005451308349769888,0.00023343392504930968,2.8449367088607597e-05,3.2085860809526194e-06,0.2416856836859372,0.02725787600915552,32.48306827661402,2.2725382984557503,0.014947554471482525,0.0010457414218210794,4.433535367635906,0.310173251945057,1.8704383358716368,0.2109524050593438
2,0.857143,0.01575095332018409,0.0018769230769230768,3.2092685245409518e-06,5.396794916695853e-06,0.02726367356678517,0.04584734926060057,0.634094365528671,0.9907503892030066,0.0005835760985355057,0.0009118173543011585,0.17309221234151004,0.27045056078109314,0.2109972731453617,0.35481886368809024
3,1.2857100000000001,0.021388954635108478,0.000566,9.51681543002952e-06,5.363107019562716e-06,0.08084812700949735,0.04556116073397341,0.9231388534032157,0.49579741514460474,0.0012743841790028047,0.0006844434935453761,0.377990081276767,0.20301009382979923,0.6256946370828086,0.3526040118055697
4,1.71429,0.02454707429322814,0.0013794411571334648,2.810876569770351e-05,3.008831740631411e-06,0.23879217537804942,0.025560904538422972,1.781827720931373,0.09060010398030775,0.0032797468403650424,0.00016676438539795464,0.9727928164698862,0.049463328742803125,1.8480450820317889,0.1978193123360559
5,2.1428599999999998,0.03884082840236686,0.0013524326101249178,3.537958172812328e-05,0.000711298544053635,0.3005598814150093,6.042688907243045,1.1339094550487363,22.757512326676437,0.0026089304047338434,0.05236111717810793,0.7738245907152019,15.530625116032434,2.3260737493835157,46.76519027308579
6,2.57143,0.08592307692307692,0.005506942800788954,1.143870065542603e-05,7.541094711562516e-06,0.09717510339597242,0.06406380238364714,0.13810205221508973,0.08219418921785195,0.0003812985537537809,0.0002269374348392713,0.1130954650087414,0.06731102037594298,0.7520513251430657,0.49579846887327517
7,3.0,0.09789414858645629,0.005116870479947403,2.5066773402711764e-05,8.430582378546055e-06,0.2129495622438949,0.07162025994052588,0.22768184993722904,0.0646742979885046,0.000733398446196523,0.0002083259147213404,0.2175304298763334,0.06179073056226556,1.6480455886069534,0.5542789203514829
8,3.4285699999999997,0.1382886259040105,0.005967251808021039,2.2297448341421928e-05,3.5480397258217848e-06,0.1894233369081315,0.030141633879211635,0.12544797318006712,0.014548505309418303,0.0004618138878534771,5.355767517866107e-05,0.13697680172165053,0.015885531480481625,1.4659729350047288,0.2332701989363435
9,3.8571400000000002,0.12756936226166993,0.003353438527284681,-4.108139790864062e-05,0.000853651623555311,-0.3489984754107156,7.252019899985528,-0.22271085795109224,4.633678592778472,-0.0009223528897587293,0.019190293996357112,-0.273575464534228,5.691957658391578,-2.700946608063157,56.124367097653575
10,4.28571,0.20737804076265612,0.003150795529257068,3.150873067493871e-05,0.0006796626307099615,0.2676758710143009,5.773932582306855,0.09456998607918417,2.0384957088845463,0.0004351774919315903,0.009380433334979075,0.12907628504440138,2.7822934536699324,2.071579926031473,44.68524856738734
11,4.71429,0.34468310322156476,0.003291301775147929,-6.887949667283735e-05,0.0008709701806174012,-0.5851514444405413,7.399146101105177,-0.11307370966666015,1.430878626512195,-0.0005723586551394167,0.007242848658212292,-0.16976505055555388,2.1482728662994184,-4.5285665136645195,57.26299675328081
12,5.14286,0.60453385930309,0.005373247863247862,0.00021050127582928902,0.0008402400560364239,1.7882698271321633,7.138084716295612,0.18060815856868945,0.7193129495398229,0.0009973150804612045,0.003972033477514572,0.2958097052154681,1.1781292342899277,13.839663105147206,55.24260723447888
13,5.57143,0.9854963839579224,0.008105719921104535,0.0005378027718016712,0.0008067848101265824,4.568791642578526,6.853872629769475,0.2612818770351728,0.3898129524300013,0.0015630262978878632,0.0023319179378957938,0.46360308540448175,0.6916610119608539,35.35849913225977,53.04305129037359
14,6.0,1.6438921761998684,0.00978698224852071,0.0011076416170510833,0.0008490001500975634,9.40973908706699,7.2125042742325425,0.29955919211291393,0.22782674878451245,0.001929852960172857,0.0014677303755800688,0.5724060995788163,0.4353377365309154,72.82324898429212,55.818550302272406
15,6.42857,2.720092044707429,0.021109335963182114,0.005313226597288238,0.005914366338119779,45.13741197631553,50.24426967199472,0.8105285649685985,0.8959418373246382,0.005594651279015822,0.006184214058274758,1.6594075213057902,1.8342754194809068,349.3245626093516,388.8472280157645
16,6.857139999999999,4.540236686390533,0.01930973044049967,0.023508165307449848,0.003182699754840647,199.70873119382009,27.037964107249113,2.014212053543187,0.2641316183836914,0.014829910373648291,0.0019447049880306122,4.398641414278065,0.5768113011731036,1545.5729985174125,209.25047697834626
17,7.285710000000001,7.418803418803419,0.015867652859960554,0.04354470906088958,0.002757351278330915,369.92502320027563,23.4245045518978,2.149005929258979,0.13148361999824804,0.016811242533741565,0.0010285699983001223,4.98631655696224,0.30508010352147635,2862.9000040032593,181.28542263845594
18,7.714289999999999,12.050821827744905,0.048422222222222214,0.07841726622304498,0.0025843363186070947,666.1775828218035,21.954691930108716,2.2501270260606594,0.06511428341539632,0.018637742894572557,0.0005393398945948087,5.528067648366076,0.15997148579890363,5155.638804933924,169.910343103688
