,Bias Voltage(Volts),Current density (mA/cm2),Current density error,Power corrected (mW),Power corrected error,Luminance [cd/m2],Luminance error,Luminosity [lm/w],Luminosity error,Quantum Eff.[0-1],Quantum Eff.error,Current Eff.[cd/A],Current Eff.error,Radience [mW/m2],Radience error
21,1.66337,38.57790927021696,0.013862064431295201,5.6696792915395005e-05,4.5992820333216594e-07,0.4816558173641923,0.003907224435699026,0.0023568877887450903,1.8272340308460692e-05,4.209379581271686e-06,3.2634229157526e-08,0.0012485275290334142,9.679510413657405e-06,3.727599797198882,0.03023854065300236
22,1.7425700000000002,41.25410913872452,0.006574122287968442,5.643746435182869e-05,4.5750397758543057e-07,0.47945274546492617,0.0038866299298464368,0.002094199308081519,1.6642667037743638e-05,3.918307938800431e-06,3.113891506178682e-08,0.0011621939134661185,9.235991178331504e-06,3.7105499245120765,0.03007915697471601
23,1.82178,43.879881656804734,0.01138145956607495,5.6853599839895934e-05,4.037336268574574e-07,0.48298793799227724,0.003429835093699561,0.0018971626039003297,1.2980211178898654e-05,3.7109987216426863e-06,2.5390310241470304e-08,0.0011007047415711915,7.530920102386619e-06,3.737909259690725,0.02654395968819575
24,1.9009900000000002,46.58007889546351,0.012124720578566733,5.7105948866763404e-05,3.1851658578075757e-07,0.4851317166885129,0.002705891437231989,0.0017203201039764902,9.147534487590267e-06,3.5113928159898607e-06,1.8671284959989585e-08,0.0010415004186172824,5.538016428523638e-06,3.7545002542250754,0.020941261392554734
25,1.9802,49.30973044049967,0.006681065088757396,5.718753189573223e-05,2.5668409466153e-07,0.4858247883506026,0.0021806063634512295,0.0015623115146523358,6.800696279619548e-06,3.3217505009563304e-06,1.4459482671549746e-08,0.000985251357106546,4.288770309841601e-06,3.759864029962671,0.01687600885348652
26,2.0594099999999997,51.99552925706772,0.03398106508875739,5.351769149947466e-05,2.1186150998148797e-06,0.4546484221971722,0.017998254135894384,0.0013332037172346185,5.1906491237396004e-05,2.948014752423582e-06,1.147769841444719e-07,0.0008743990660223391,3.404355003796359e-05,3.518585897401358,0.13929093358414724
27,2.13861,54.97389875082183,0.020290466798159105,5.805097813578827e-05,9.229367088607596e-07,0.49316001637884094,0.007840616938335508,0.0013171322237822997,2.045458296719409e-05,3.024483973264382e-06,4.696913282284888e-08,0.0008970803009882366,1.3931329834226413e-05,3.8166323560676045,0.06067959953062192
28,2.21782,57.975345167652854,0.014842603550295855,5.6550377745534606e-05,3.7793725921849206e-07,0.4804119777272861,0.0032106874152988793,0.001173204813910556,7.540398785237507e-06,2.793768724530919e-06,1.7956055112380007e-08,0.0008286487580850667,5.325874915246958e-06,3.717973553289586,0.02484794603671874
29,2.29703,61.051216305062454,0.028899671268902038,5.854714564466904e-05,3.353310651923751e-07,0.49737510430094156,0.002848735351466103,0.0011136602108477096,5.851361663186013e-06,2.746690275829759e-06,1.4431581575858114e-08,0.0008146850044979342,4.280494675537631e-06,3.8492534940610805,0.022046749848282383
30,2.37624,63.66199868507561,0.017026758711374098,5.8821208785710724e-05,1.950392755290939e-07,0.49970335073993877,0.0016569156180186236,0.001037221088529942,3.161805524432561e-06,2.6463785011737667e-06,8.067069072621575e-09,0.0007849319233784678,2.392741643113895e-06,3.8672721095141824,0.012823095038073233
31,2.45545,66.84483892176199,0.027083300460223534,5.832007805073298e-05,4.170785010256667e-07,0.4954460987623497,0.003543203697893853,0.0009478226547531146,6.394367597774355e-06,2.498897826918172e-06,1.6858503238410594e-08,0.0007411882603864759,5.000334368775489e-06,3.8343246581678483,0.02742133471569143
32,2.53465,69.96515450361605,0.014495529257067718,5.860530845049283e-05,6.087893130534848e-07,0.49786921432619563,0.005171843046200605,0.0008815462967275372,8.974822719291882e-06,2.399128127600625e-06,2.4424978819617437e-08,0.0007115959621020546,7.244596944411837e-06,3.8530774786648796,0.04002559586150459
33,2.61386,73.26955950032873,0.018370940170940174,5.902733776955021e-05,3.304081653074499e-07,0.5014544766694391,0.0028069138789285995,0.0008221579440971717,4.3959255189177426e-06,2.3074266254159555e-06,1.2337380741160126e-08,0.0006843967400502651,3.659341999005837e-06,3.8808243109500467,0.021723087791416823
34,2.69307,76.41025641025641,0.03771512163050624,5.9391824686045935e-05,3.155743233101516e-07,0.5045508994943646,0.002680896058087803,0.0007699017978119966,3.7108059286765418e-06,2.2262467329217337e-06,1.0730160130422317e-08,0.0006603182912845711,3.1826306122104876e-06,3.9047879478005214,0.020747818758063877
35,2.77228,79.93491124260355,0.026086061801446417,6.0360584379846906e-05,2.925418522039326e-07,0.5127807960749963,0.0024852284880871943,0.0007265873147650354,3.2843415020345954e-06,2.162794331247636e-06,9.776326999018502e-09,0.0006414979238779655,2.899717916961932e-06,3.9684802353614,0.019233520854959406
36,2.85149,83.52596975673899,0.03946686390532544,6.287988692650223e-05,2.0294941712112873e-07,0.5341830071155342,0.001724114581453176,0.0007042491592104827,1.94025064295578e-06,2.156197357186208e-06,5.940459074612441e-09,0.0006395412213366558,1.7619762120643236e-06,4.134114853813427,0.013343156944189923
37,2.9306900000000002,87.09335963182116,0.028831229454306377,6.461856706859459e-05,3.2881217791564523e-06,0.5489536028037957,0.02793355499835628,0.0006753211658355391,3.414022305814558e-05,2.125056901129861e-06,1.0743024250700465e-07,0.0006303047730899858,3.186446188352759e-05,4.248426500236331,0.21618157653888573
38,3.0099,89.98422090729784,0.03765562130177514,7.537542902886878e-05,4.2672577175163864e-07,0.6403362873143831,0.0036251600807493275,0.0007423681549852009,3.892138780448065e-06,2.3991738558521536e-06,1.2578553568997631e-08,0.0007116095253789667,3.7308753233345955e-06,4.955649508801366,0.028055606295308257
39,3.08911,94.99539776462852,0.20027481919789608,8.559827888127283e-05,3.5762990944113678e-06,0.727182382979771,0.030381705470148408,0.0007781029432881158,3.0868726413640926e-05,2.5808380368901717e-06,1.0238643095478137e-07,0.0007654922239301754,3.0368436768038943e-05,5.6277632400573845,0.23512814558917602
40,3.16832,98.50230111768573,0.18239776462853385,0.00010041273327662983,1.8181848201330869e-06,0.853035500478816,0.015446011152115403,0.0008582648737033881,1.3951441762614774e-05,2.919716583986775e-06,4.746117094256101e-08,0.0008660056575324579,1.4077271326537461e-05,6.601757611875728,0.11953877844398991
41,3.24752,101.930966469428,0.030965811965811968,0.00012173382198428979,1.4557188672637214e-06,1.0341643770963491,0.012366757003534103,0.0009809824675905093,1.1432781824060732e-05,3.4206087264908785e-06,3.986521122187157e-08,0.0010145733067355193,1.1824263576201816e-05,8.003538591998012,0.09570801231188174
42,3.3267300000000004,105.85733070348454,0.047556081525312294,0.0001457634362335518,1.0126439185470555e-06,1.2383029693699137,0.008602705888752692,0.0011041245568987757,7.174520568522972e-06,3.9439004406678935e-06,2.562717644035945e-08,0.0011697848048318037,7.601176054433893e-06,9.58339488715002,0.06657750943767622
43,3.40594,109.95069033530574,0.061544115713346476,0.0001762751788662631,9.281930754990744e-07,1.497509135737993,0.007885271308351134,0.0012556372037873182,5.9088385497075885e-06,4.591890122990901e-06,2.1608739604808604e-08,0.0013619824770278273,6.409283302544924e-06,11.589426618426238,0.061025185765882596
44,3.48515,113.95660749506902,0.024129125575279423,0.00021290999149447146,4.886358132786312e-07,1.8087325703113522,0.004151103967897092,0.0014300229937515257,2.979159872450435e-06,5.351244750263957e-06,1.1148221879862637e-08,0.0015872116677302958,3.3066302641626218e-06,13.998027054205881,0.03212595748051487
45,3.5643599999999998,118.18080210387902,0.05454385272846811,0.00025226217041076705,7.684562965927854e-07,2.1430408252645807,0.006528260711260718,0.0015974659062450917,4.129020717647369e-06,6.113690915169396e-06,1.5802250521491843e-08,0.001813357827255972,4.687043402915151e-06,16.585284050675018,0.05052309642293132
46,3.64356,122.30834976988821,0.05945062458908612,0.0002968443488267374,1.866126482213439e-06,2.5217794536886546,0.015853289575598152,0.001776866166004042,1.03066715318121e-05,6.95137892452108e-06,4.032131436737427e-08,0.0020618211744604094,1.1959546537085762e-05,19.516393742717774,0.12269076148674811
47,3.7227699999999997,126.73570019723864,0.063408547008547,0.0006314030119577727,0.0005855071296342623,5.363953024019384,4.974054097158238,0.0035698456574619246,0.0033085720453095427,1.426940829066573e-05,1.322504385446485e-05,0.004232393094977555,0.003922628265323885,41.51236107546171,38.494880317834465
48,3.8019800000000004,130.89743589743588,0.07139381985535832,-0.0010725500575373993,0.0038763106018912296,-9.111626038497038,32.930390861745565,-0.005748897530083532,0.020780265988712514,-2.3468466642151196e-05,8.483034818747981e-05,-0.006960889627842987,0.025161196077632227,-70.51611160666661,254.852768040186
49,3.88119,135.43786982248517,0.06313004602235373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
""
""
p_correction_factor,496,area (in cm2),0.1521,div_no,1,lymbda_max (in nm),516.35,max_counts (arb. units),3304.99,fwhm (in nm),88.67494227801814,responsivity,0.31979199999999997
